"name","address","city","zip","state","country","phone","email","website","openingHours","lat","lng","accuracy","error"
"MAX`S PACKAGE STORE","329 FLANDERS RD","EAST LYME","6333","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06333","","41.365267","'-72.208986","User provided",""
"Vineyard Package Store","337 New Haven Ave","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.2233422","'-73.0416062","User provided",""
"Quick Check Stop","383 Shelton Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.33355","'-72.9304949","User provided",""
"FAS MART #305","56 Enfield Street","ENFIELD","6082","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06082","","42.0232832","'-72.5859843","User provided",""
"CV MART","1237 Hartford Tpke","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8577179","'-72.4357567","User provided",""
"K B Mart LLC","303 Kennedy Dr","PUTNAM","6260","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06260","","41.9191934","'-71.9082826","User provided",""
"Erics Package Store","643 Broad St","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3669673","'-72.1242072","User provided",""
"HENNY PENNY #57","273 Meriden Watebury Tpke","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.557966","'-72.853153","User provided",""
"Milford On The Run","1354 Boston Post Rd","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.239944","'-73.035309","User provided",""
"News Corner","195 Church St","NEW HAVEN","6510","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06510","","41.307797","'-72.9238699","User provided",""
"Daniels Market LLC","3 Hill Street","ANSONIA","6401","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06401","","41.341442","'-73.070875","User provided",""
"Capellan Grocery Store LLC","130 Hillside Ave","HARTFORD","6106","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06106","","41.7494094","'-72.697948","User provided",""
"Best Deli and Food Store","339 Ella Grasso Boulevard","NEW HAVEN","6519","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06519","","41.2913176","'-72.9413558","User provided",""
"Southington Mobil","956 West St","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.61422","'-72.89959","User provided",""
"FOOD BAG #529","90 WEST ST","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.392173","'-73.4591529","User provided",""
"Farm Land","180 Riverside Ave","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6704252","'-72.936343","User provided",""
"Krauszers","305 Green Rd","MANCHESTER","6042","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06042","","41.791089","'-72.507519","User provided",""
"Landing Zone Grille","525 Burlington Rd","HARWINTON","6791","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06791","","41.7768112","'-73.0179581","User provided",""
"BROWN`S PACKAGE STORE","278 W MIDDLE TPKE","MANCHESTER","6040","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06040","","41.781132","'-72.535916","User provided",""
"VIOLET FOOD MART LLC","1462 Farmington Ave","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.699528","'-72.8937124","User provided",""
"BULL`S BRIDGE COUNTRY STORE","337 Kent Rd","KENT","6757","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06757","","41.675185","'-73.5068129","User provided",""
"Pay Rite","440 Ocean Ave","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3343789","'-72.1046474","User provided",""
"DaDa Deli","757 Meriden Road","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.5558369","'-72.993653","User provided",""
"HAMDEN FOOD MART","2370 Dixwell Ave","HAMDEN","6514","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06514","","41.3749317","'-72.9160114","User provided",""
"Minute Mart","280 Circular Avenue","HAMDEN","6514","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06514","","41.353749","'-72.936676","User provided",""
"Harry`s Market","1 Bridge St","OCCUM","6360","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06360","","41.5961433","'-72.0499223","User provided",""
"City Mart","572 Washington Street","MIDDLETOWN","6457","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06457","","41.5555772","'-72.6706716","User provided",""
"HENNY PENNY #30","1090 Boston Post Rd","OLD SAYBROOK","6475","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06475","","41.2876819","'-72.390509","User provided",""
"KNOTTY PINE PACKAGE STORE","1804 N Main St","WATERBURY","6704","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06704","","41.575731","'-73.026013","User provided",""
"Krauszer 636","640 Foxon Rd","East HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.3219226","'-72.8511398","User provided",""
"Los Luceros Family Grocery","169 Cove Rd","STAMFORD","6902","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06902","","41.0493241","'-73.521212","User provided",""
"Wheels of CT #37","440 Lordship Blvd","STRATFORD","6615","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06615","","41.1705863","'-73.1520834","User provided",""
"Norwalk Wine & Spirits","147 Connecticut Ave","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.1046453","'-73.4300968","User provided",""
"RIVERSIDE SUNOCO INC","240 Riverside Ave","WESTPORT","6880","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06880","","41.1324061","'-73.3675915","User provided",""
"CUMBERLAND FARMS #4720","82 MAIN ST","CENTERBROOK","6409","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06409","","41.3506872","'-72.3854739","User provided",""
"BANNER WINE & LIQUORS","66 NORTH MAIN ST","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.10079","'-73.419861","User provided",""
"7-ELEVEN STORE #27640C","334 W Main St","WATERBURY","6702","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06702","","41.558118","'-73.046385","User provided",""
"Fulling Mills Deli & Grocery","218 Prospect Street","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.5020447","'-73.0389979","User provided",""
"Mica Convenience LLC","708 Silas Deane Highway","WETHERSFIELD","6109","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06109","","41.7053278","'-72.6607184","User provided",""
"KD Food Mart","1618 Saybrook Rd","HADDAM","6438","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06438","","41.447232","'-72.473729","User provided",""
"South Main Package","1065 Main St","STRATFORD","6615","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06615","","41.1751889","'-73.130098","User provided",""
"Alltown New Canaan South #825","Merritt Parkway South - West","NEW CANAAN","6840","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06840","","41.1202085","'-73.4800304","User provided",""
"New Haven TravelCenter","3 E Industrial Rd","BRANFORD","6405","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06405","","41.296836","'-72.761121","User provided",""
"Dix Deli","706 Dixwell Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.3324324","'-72.9351824","User provided",""
"Federal Cafe","84 Union Place","HARTFORD","6103","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06103","","41.7695629","'-72.6810337","User provided",""
"SUPER STOP & SHOP #673","760 Villa Ave","FAIRFIELD","6824","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06824","","41.1750161","'-73.2273913","User provided",""
"Jay Shree Krashna LLC","156 Bank Street","WATERBURY","6702","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06702","","41.5537464","'-73.0411196","User provided",""
"SHOPRITE OF NEW LONDON","251 NORTH FRONTAGE RD","NEW LONDON","6320","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06320","","41.3728781","'-72.1202662","User provided",""
"JED LTD/CITGO","1633 PORTLAND COBALT RD","PORTLAND","6480","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06480","","41.560864","'-72.579143","User provided",""
"OKEEFES PACKAGE STORE","37 S BROAD-PAWCATUCK SHOPPING CTR","PAWCATUCK","6379","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06379","","41.3773218","'-71.8336802","User provided",""
"Fenn Road Mobil","50 Fenn Road","NEWINGTON","6111","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06111","","41.6983301","'-72.7561053","User provided",""
"Sams Food Store","125 Boston Post Rd","WATERFORD","6385","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06385","","41.3424467","'-72.1265025","User provided",""
"ShopRite of East Haven","745 Foxon Road","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.3221294","'-72.8556032","User provided",""
"Cumberland Farms #4763","1237 East Main Street","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.8162096","'-73.0938943","User provided",""
"High Ridge Shell","899 High Ridge Road","STAMFORD","6905","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06905","","41.1021638","'-73.5476009","User provided",""
"GLASTONBURY MOBIL","2997 Main St","GLASTONBURY","6033","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06033","","41.72585","'-72.61615","User provided",""
"LEDYARD MOBIL","749 Colonel Ledyard Hwy","LEDYARD","6339","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06339","","41.4434949","'-72.0175338","User provided",""
"DARIEN AUTO SPECIALISTS INC","1044 Boston Post Rd","DARIEN","6820","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06820","","41.0750778","'-73.4723246","User provided",""
"JERRY`S DISCOUNT LIQUORS","656 Stafford Ave","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6941678","'-72.9079624","User provided",""
"Sunny Side","5 Commerce Avenue","DANIELSON","6239","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06239","","41.8050501","'-71.8845068","User provided",""
"Tipping Chair Tavern LLC","1783 Meriden - Waterbury Tpke","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.5645886","'-72.9066067","User provided",""
"Alltown Milford E #832","1-95 Eastbound - Exits 40-41","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.245813","'-73.0084898","User provided",""
"KIEN ORIENTAL MARKET","1801 PARK ST","HARTFORD","6106","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06106","","41.7568638","'-72.708185","User provided",""
"Pague Menos Supermarket","107 Triangle St","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.3939046","'-73.4357316","User provided",""
"PATHWAY LIQUOR & WAREHOUSE","655 Main St","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.2867597","'-72.8858918","User provided",""
"W H PICKETT DRUG CO","675 N MAIN ST","WATERBURY","6704","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06704","","41.562954","'-73.032873","User provided",""
"Castle View Deli","2 Morgan Ave","GREENWICH","6831","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06831","","41.02694","'-73.662115","User provided",""
"SOUTHSIDE PACKAGE STORE","268 S MAIN ST","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.6573978","'-72.7771841","User provided",""
"Kwok`s Enterprise LLC","57 Middle St","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6676129","'-72.9226466","User provided",""
"Wine Merchants","238 Tolland Tpke Unit E","MANCHESTER","6042","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06042","","41.809996","'-72.514744","User provided",""
"Sun Mart","104 Main St","WILLIMANTIC","6226","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06226","","41.7155696","'-72.1979326","User provided",""
"RACHEL MINI MARKET","258 WOOD AVE","BRIDGEPORT","6605","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06605","","41.177261","'-73.2056761","User provided",""
"Junco & Daughter Market","533 Harral Ave","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1844264","'-73.1971154","User provided",""
"Neighborhood Foodmart LLC","130 Scott Rd","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.539373","'-72.9934456","User provided",""
"The Brothers MJ Grocery","9 Bouton St","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.09251","'-73.426165","User provided",""
"HIWAY MARKET LLC","616 Federal Rd","BROOKFIELD","6804","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06804","","41.468977","'-73.410342","User provided",""
"SMOKER`S CLUB","644 N Main St","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.813675","'-73.121143","User provided",""
"TONY GALLOS HI-WAY PKG STORE","88 NORTH ST","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.40861","'-73.455393","User provided",""
"J & N FOOD & GROCERY","131 Lamberton St","NEW HAVEN","6519","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06519","","41.290853","'-72.937083","User provided",""
"Sunny`s Food Mart & Deli","1057 Whalley Avenue","NEW HAVEN","6515","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06515","","41.3291539","'-72.9653988","User provided",""
"Jimmy`s Pizza & Deli","33 Willow St","Waterbury","6710","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06710","","41.5587609","'-73.047094","User provided",""
"7-ELEVEN STORE #19960-C","276 S Main St","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.657155","'-72.776698","User provided",""
"GEM LIQUOR STORE","65 LAMBERTON ST","NEW HAVEN","6519","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06519","","41.29136","'-72.933921","User provided",""
"SUNNYRIDGE SUPERMARKET LLC","82 S MAIN ST","BETHLEHEM","6751","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06751","","41.6352462","'-73.2088285","User provided",""
"Munim Enterprises LLC","347 Boston Post Rd","ORANGE","6477","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06477","","41.2628958","'-73.0061805","User provided",""
"SWISSLAND FARM","549 BROADBRIDGE RD","BRIDGEPORT","6610","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06610","","41.2215212","'-73.1675536","User provided",""
"MAIN ST CONVENIENCE","280 MAIN ST SOUTH","SOUTHBURY","6488","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06488","","41.4738413","'-73.2207324","User provided",""
"CROSS POINT CONVENIENCE LLC","800 New Haven Rd","NAUGATUCK","6770","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06770","","41.4738384","'-73.0417967","User provided",""
"La Marketa","180 Temple St","NEW HAVEN","6510","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06510","","41.3062773","'-72.9271979","User provided",""
"West Main St Gas & Food Mart","293 West Main Street","MERIDEN","6451","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06451","","41.539801","'-72.812833","User provided",""
"ROYAL OAK PACKAGE STORE","237 Broad St","NEW BRITAIN","6053","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06053","","41.672959","'-72.792486","User provided",""
"Almonte Market","288 Bunnell St 1st Fl","BRIDGEPORT","6607","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06607","","41.1819835","'-73.167437","User provided",""
"QUICK STOP CONVENIENCE STORE","180 Sullivan Ave","SOUTH WINDSOR","6074","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06074","","41.8563234","'-72.5961753","User provided",""
"Stew Leonard`s Norwalk","100 Westport Ave","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1224491","'-73.4020498","User provided",""
"IN & OUT MARKET","385 Roosevelt Dr","SEYMOUR","6483","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06483","","41.3674822","'-73.1455179","User provided",""
"Cumberland Farms #4766","32 Watertown Road","THOMASTON","6787","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06787","","41.660008","'-73.08099","User provided",""
"MERCURY #23 MINI MART B.P. GAS","570 MERIDEN RD","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.552432","'-72.999599","User provided",""
"HENNY PENNY #37","646 BOSTON POST RD","MADISON","6443","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06443","","41.278982","'-72.597185","User provided",""
"Legends Sports Bar","192 Pine St","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6683204","'-72.9150371","User provided",""
"Handlebar Cafe","210 South Broad Street","PAWCATUCK","6379","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06379","","41.365506","'-71.865594","User provided",""
"Main Street Deli","56 Main St S","SOUTHBURY","6488","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06488","","41.4792662","'-73.2136499","User provided",""
"GEISSLER`S SUPERMARKET INC.","9J BANK ST","GRANBY","6035","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06035","","41.952629","'-72.784373","User provided",""
"SHELTON BIG Y #90","401 BRIGEPORT AVE","SHELTON","6484","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06484","","41.2950684","'-73.1092926","User provided",""
"SUPER STOP & SHOP #628","597 Farmington Ave","BRISTOL","6010","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06010","","41.6902664","'-72.924679","User provided",""
"ONE STOP NEWS & DELI","1243 MAIN ST","BRIDGEPORT","6604","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06604","","41.1814368","'-73.1901638","User provided",""
"Sunny Discount Liquors","150 Providence St","PUTNAM","6260","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06260","","41.9233358","'-71.9080829","User provided",""
"Power Gas Food Mart","1 WHALLEY AVE","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.313221","'-72.9329659","User provided",""
"Best Gas","134 Tolland Tpke","MANCHESTER","6042","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06042","","41.81271","'-72.511355","User provided",""
"Nutmeg Bowl Inc","802 Villa Avenue","FAIRFIELD","6825","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06825","","41.1750132","'-73.2288183","User provided",""
"STOP & SHOP #630","44 FENN RD","NEWINGTON","6111","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06111","","41.6971721","'-72.7567195","User provided",""
"Norwalk Supermarket","42 Woodward Ave","NORWALK","6854","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06854","","41.091939","'-73.416974","User provided",""
"Highland Park Market of Glasto","1320 Manchester Rd","GLASTONBURY","6033","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06033","","41.7138658","'-72.5265969","User provided",""
"New Town Market LLC","48 Naugatuck Ave","MILFORD","6460","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06460","","41.1934941","'-73.0839733","User provided",""
"AARI Foods Inc","210 New Milford Tpke","NEW PRESTON","6777","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06777","","41.6669928","'-73.3633365","User provided",""
"Lenny`s Market II LLC","362 Chestnut St","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.666958","'-72.768857","User provided",""
"CO-OP PACKAGE STORE","708 Grand Ave","NEW HAVEN","6511","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06511","","41.3081927","'-72.913536","User provided",""
"Gaetano`s Tavern on Main","38-40 Main St","WALLINGFORD","6492","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06492","","41.4781853","'-72.828727","User provided",""
"Tuscany Grill","120 College St","MIDDLETOWN","6457","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06457","","41.5590007","'-72.6496108","User provided",""
"VALERO","215 Albany Ave","HARTFORD","6103","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06103","","41.7760507","'-72.6803755","User provided",""
"EAGLE MINI MART II INC","95 Washington Ave","NORTH HAVEN","6473","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06473","","41.3935829","'-72.8578434","User provided",""
"Haris and Ayesha Food Mart","19 Putnam Road","POMFRET","6258","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06258","","41.898644","'-71.959721","User provided",""
"Nutmeg Fine Wines & Spirits","1650 Watertown Ave","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.5849773","'-73.0762201","User provided",""
"Purple Harvest Wine & Liquor","630 E Middle Tpke","MANCHESTER","6040","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06040","","41.785072","'-72.493821","User provided",""
"AIRPORT SHELL","80 TURNPIKE RD","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.920118","'-72.671406","User provided",""
"UNCASVILLE DINER","884 NORWICH NEW LONDON TPKE","UNCASVILLE","6382","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06382","","41.4492","'-72.1064336","User provided",""
"EAST PUTNAM VARIETY","26 GREENWICH AVE","GREENWICH","6830","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06830","","41.030327","'-73.627104","User provided",""
"Bana Food Mart Inc.","385 Watertown Ave","WATERBURY","6708","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06708","","41.572754","'-73.0626029","User provided",""
"Harbor View Wines & Spirits","48 Main St","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1198205","'-73.4128521","User provided",""
"Church Street Food Mart LLC","392 Church St","TORRINGTON","6790","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06790","","41.804459","'-73.131328","User provided",""
"FOOD BAG #506","1 COLCHESTER AVE","EAST HAMPTON","6424","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06424","","41.5671782","'-72.4974461","User provided",""
"STOP & SHOP #620","40 Quality St","TRUMBULL","6611","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06611","","41.2560852","'-73.2170437","User provided",""
"Smokers Discount World","351 Boston Post Rd","NORTH WINDHAM","6256","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06256","","41.741002","'-72.1773629","User provided",""
"Smoke & Print Universe","4106 Main St","BRIDGEPORT","6606","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06606","","41.2166277","'-73.2135712","User provided",""
"Exit 4 Wine & Spirits","4 Mill plain Rd","DANBURY","6811","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06811","","41.3869948","'-73.4926654","User provided",""
"Webster Lake Variety","1394 Thompson Rd","THOMPSON","6277","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06277","","42.0208573","'-71.8440634","User provided",""
"1st Class Wine and Spirits","105 Waterbury Rd","PROSPECT","6712","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06712","","41.5179637","'-72.9895067","User provided",""
"HARKEN`S MARKET","287 S MAIN ST","EAST WINDSOR","6088","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06088","","41.869846","'-72.605194","User provided",""
"Longshots Sports Cafe","2020 Norwich- New London Tpke","UNCASVILLE","6382","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06382","","41.478966","'-72.1026074","User provided",""
"A 1 Food Store","140B West St","BOLTON","6043","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06043","","41.7502247","'-72.4385551","User provided",""
"Best Way","419 Salem Turnpike","BOZRAH","6334","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06334","","41.5072479","'-72.148899","User provided",""
"Ocean Port","50-52 Coe Ave","EAST HAVEN","6512","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06512","","41.2477519","'-72.8706912","User provided",""
"Westview Convenience LLC","662 West St","SOUTHINGTON","6489","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06489","","41.606276","'-72.899085","User provided",""
"RITE AID #10342","900 Farmington Ave.","KENSINGTON","6037","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06037","","41.6340787","'-72.7655858","User provided",""
"SUNSHINE FOOD MART","550 Broad St","MERIDEN","6450","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06450","","41.534782","'-72.791655","User provided",""
"2 Brothers Country Pub","17 Beach Pond Rd","VOLUNTOWN","6384","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06384","","41.5749122","'-71.8613642","User provided",""
"ANDY`S DELI & MARKET","19-2 Halls Rd","OLD LYME","6371","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06371","","41.3239949","'-72.3354393","User provided",""
"Jamal Market","1141 E Main St","BRIDGEPORT","6608","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06608","","41.1902622","'-73.1806456","User provided",""
"FOOD BAG #556","152 NEW BRITAIN RD","KENSINGTON","6037","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06037","","41.644412","'-72.770905","User provided",""
"IN and OUT VARIETY","178 MAIN ST","NORWALK","6851","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06851","","41.1261596","'-73.4203152","User provided",""
"Bobby G`s Old Fashion Service","61 South Main Street","WINDSOR LOCKS","6096","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06096","","41.9182682","'-72.6258815","User provided",""
"JOE`S PACKAGE STORE LLC","656 Arch St","NEW BRITAIN","6051","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06051","","41.6554534","'-72.7853115","User provided",""
"Wheels #82","82 Stony Hill Road","BETHEL","6801","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06801","","41.414248","'-73.377216","User provided",""
"FLANDERS SHELL","113 BOSTON POST RD","EAST LYME","6333","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06333","","41.366497","'-72.210238","User provided",""
"Mattys Nextdoor Sports Bar","635C South Main Street","MIDDLETOWN","6457","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06457","","41.5394244","'-72.6540332","User provided",""
"Gullivers Wine & Liquor","423 Main St","DANBURY","6810","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06810","","41.4040101","'-73.4595006","User provided",""
"Trumbull High Mart","5891 Main Street","TRUMBULL","6611","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06611","","41.2576049","'-73.2196953","User provided",""
"Sam`s Wine & Liquor","2444 E Main St","WATERBURY","6705","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06705","","41.541566","'-73.00071","User provided",""
"Norman Grocery & Deli House","232 Maplewood Ave","BRIDGEPORT","6605","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06605","","41.1800174","'-73.2063388","User provided",""
"Pumpkin Hill Market Place","126 Gallup Hill Rd","LEDYARD","6339","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06339","","41.4302362","'-71.9826582","User provided",""
"RITE AID #10354","340 Flanders Rd","EAST LYME","6333","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06333","","41.365684","'-72.2102309","User provided",""
"M & R LIQUORS","838 Farmington Ave","FARMINGTON","6032","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06032","","41.727846","'-72.8265299","User provided",""
"BETHLEHEM SPIRIT SHOP LLC","62 MAIN ST S","BETHLEHEM","6751","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06751","","41.6366541","'-73.2087962","User provided",""
"Vernon Mart","75 Talcottville Road","VERNON","6066","CT","USA","","","http://www.ctlottery.org/Modules/Directory/06066","","41.8284183","'-72.4963319","User provided",""
